BuildingName,DataYear
LEXINGTON CONCORD APTS,2022
BELLTOWN  INN,2022
THE VERMONT INN,2022
CENTENNIAL TOWER APTS,2022
COURT AT CENTENNIAL APTS,2022
MODA APTS,2022
FLEMING APTS,2022
AUSTIN A BELL CONDOMINIUM,2022
SHERMAN CLAY,2022
STEWART COURT,2022
BANK OF AMERICA,2022
CENTENNIAL BUILDING,2022
METROPOLITAN TOWER,2022
3000/3018 Western,2022
SEMKKANN LLC,2022
VERSAILLES APARTMENTS,2022
PLYMOUTH PLACE,2022
CENTERVIEW APTS,2022
TWENTY NINE HUNDRED ON FIRST,2022
Arriv̩ | Sound Hotel,2022
KING CO PUBLIC HEALTH,2022
LEE COURT,2022
CHARLESGATE APTS,2022
WINDHAM APTS,2022
FIRE STATION 02,2022
FOUNTAIN COURT,2022
SIDNEY APARTMENTS,2022
DEVONSHIRE APTS,2022
STONECLIFF APTS,2022
BAYVIEW TOWER,2022
EDWARDS ON FIFTH,2022
THE DAVENPORT,2022
SKYE AT BELLTOWN,2022
BELLTOWN SENIOR APARTMENTS,2022
BELLTOWN COURT CONDOMINIUM,2022
BELLTOWN LOFTS CONDOMINIUM,2022
BELMONT LOFTS CONDOMINIUM,2022
BELMONT PLACE CONDOMINIUM,2022
"BERING, THE CONDOMINIUM",2022
CARKEEK PARK PLACE APARTMENTS,2022
BERTONA HOUSE CONDOMINIUM,2022
QUEEN ANNE MANOR,2022
QUEEN ANNE GYM (SPS-DISTRICT),2022
VILLA FLORA,2022
CAL-MORE CIRCLE APTS,2022
BISCAYNE CONDOMINIUM,2022
GREENWOOD NORTH APTS,2022
BITTER LAKE VILLAGE CONDOMINIUM,2022
BITTER LAKE WEST CONDOMINIUM,2022
BITTERLAKE VISTA CONDOMINIUM,2022
EMMANUEL BIBLE CHURCH,2022
BLAKELEY COMMONS OWNERS ASSOCIATION,2022
BLAKELEY PLACE CONDOMINIUM,2022
WESTWOOD COURT APTS,2022
BLUE HERON CONDOMINIUM,2022
WESTWOOD PARK VILLA BUILDING 2,2022
BOLERO CONDOMINIUM,2022
EMERALD SHORES,2022
THE CENTURY HOUSE,2022
IVY RIDGE,2022
PACIFIC SUNRISE,2022
PHI DELTA THETA,2022
LISA LI BLDG,2022
BAYVIEW APTS,2022
2746 NE 45TH ST - QFC,2022
UNIVERSITY VILLAGE SHOPPING CENTER BLDG A,2022
UNIVERSITY VILLAGE SHOPPING CENTER NW BLDG,2022
UNIVERSITY VILLAGE SHOPPING CENTER BLDG C,2022
UNIVERSITY VILLAGE SHOPPING CENTER WEST BLDG,2022
NORDHEIM COURT (UW HOUSING),2022
ARISTA RESIDENCES,2022
FARE START,2022
ST MARTIN'S ON WEST LAKE HOUSING,2022
LARNED APTS,2022
THE VIRGINIAN APTS,2022
SHERIDAN APTS,2022
GRIFFIN BUILDING,2022
LA QUINTA INN & SUITES,2022
800 Stewart,2022
THE OLIVIAN,2022
TOWER 801,2022
LOCK VISTA APTS,2022
GOLDEN SUNSET APTS,2022
HARBOR SQUARE APTS,2022
SEATTLE HOUSING AUTHORITY,2022
GREEN LAKE UNITED METHODIST,2022
SEVENTH DAY ADVENTIST CHURCH,2022
BUSH HOTEL 2 CONDOMINIUM,2022
THE CLAREMONT,2022
GALE PLACE APTS,2022
WALDEN BUILDING,2022
CABRINI SENIOR HOUSING,2022
CALLISTO CONDOMINIUM-renovation.,2022
CAMBRIDGE COURT CONDOMINIUM,2022
SIGMA KAPPA CORP,2022
GETHSEMANE APARTMENTS,2022
ASPIRA - APARTMENTS,2022
JULIE APARTMENTS,2022
CORNISH (BEEBE),2022
SOCIAL SECURITY ADMINISTRATION,2022
SPRUCE STREET SCHOOL,2022
BOWDOIN PLACE CONDOMINIUM,2022
STATION AT OTHELLO PARK,2022
LEWISON PLACE APARTMENTS,2022
ST BRIDGET CHURCH,2022
BRADFORD COURT CONDOMINIUM,2022
BRAEBURN CONDOMINIUM,2022
BRANDON COURT CONDOMINIUM,2022
SEPHARDIC BIKUR HOLIM,2022
GARDEN COURT APTS,2022
GRAHAM ST APTS,2022
BRIGHTON PLACE APTS,2022
MYRTLE STREET APTS,2022
BRITTANY HOUSE CONDOMINIUM,2022
BRIX,2022
MARKET STREET HOLDINGS,2022
PORT OF SEATTLE- MIC (Maritime Industrial Center),2022
SAND POINT ELEMENTARY (SPS-DISTRICT),2022
BROADWAY PLAZA CONDOMINIUM,2022
WHITE HEATHER APT BLDG,2022
PINEHURST COURT,2022
ARRAGUN APARTMENTS,2022
NORTHPARK VILLAGE,2022
MALLOY APTS,2022
BARTELL'S AND APARTMENTS,2022
RETAIL,2022
NEPTUNE THEATER,2022
THE COLLEGIANA (UW MED),2022
LA MIRADA APARTMENTS,2022
CARLSTROM APARTMENTS,2022
FORDE APARTMENTS,2022
ESCOLIER APARTMENTS,2022
WELLESLEY APARTMENTS,2022
STANFORD APARTMENTS,2022
CAMPUS APT,2022
UNIVERSITY MANOR APARTMENTS,2022
LA PAZ APARTMENTS,2022
BROOKLYN PLAZA DORM,2022
COHO APARTMENTS,2022
MAVERICK APT,2022
TYEE APARTMENTS,2022
LEVERE APTS,2022
LEE AND LEE APARTMENTS,2022
COLLEGE PLACE APARTMENTS,2022
TRINITY APARTMENTS,2022
THE KENNEDY BUILDING,2022
ALLEGRO 1 APARTMENTS,2022
ALLEGRO II   (53 UNITS PLUS RETAIL),2022
CARIBBEAN MANOR APT'S,2022
BROXTON CONDOMINIUM,2022
LICTONWOOD APT SEATTLE HOUSING,2022
TELEMARK APTS,2022
FAIRHAVEN APTS,2022
ISLAND VIEW APTS,2022
CHAMBERY PARK CONDOMINIUM,2022
CHANCERY PLACE APARTMENTS,2022
TEMPLE BETH AM,2022
UNIVERSITY PREPARATORY ACADEMY - CAMPUS,2022
CHARBONNEAU CONDOMINIUM,2022
LAURELHURST APTS,2022
CHATILLON,2022
CINNAMON RIDGE CONDOMINIUM,2022
CITADEL THE CONDOMINIUM,2022
CITISCAPE CONDOMINIUM,2022
CITY LIGHTS ON HARBOR CONDOMINIUM,2022
EMERALD LANDING I,2022
HOTEL ANDRA,2022
WASHINGTON CARE CENTER,2022
CITY VIEWS APTS,2022
MARINE BUSINESS CENTER,2022
CANAL PLACE CONDOMINIUM,2022
CANAL STATION CONDOMINIUM,2022
CANAL STATION NORTH CONDOMINIUM,2022
D W CLOSE CO,2022
PORT OF SEATTLE -MARINE MAINTENANCE SHOP,2022
HOLYOKE BUILDING,2022
MEAVES BUILDING,2022
HOTEL SEATTLE,2022
WOMENS UNIVERSITY CLUB,2022
DOVER APTS,2022
THE SANCTUARY AT 811 5TH AVE,2022
PACIFIC HOTEL/APTS,2022
REYNOLDS WORK RELEASE FACILITY,2022
CATE APTS,2022
HOLY ROSARY SCHOOL,2022
SEATTLE LUTHERAN HIGH SCHOOL,2022
HOPE LUTHERAN CHURCH,2022
LYON'S ANTIQUE MALL-WINDEREMERE-GARLIC JIMS,2022
MATADOR/JAK'S GRILL/8 LIMBS YOGA/FITNESS TOGETHER,2022
ALASKA HOUSE,2022
CAPCO PLAZA (ALTAMIRA + QFC ETC.),2022
West Seattle Bowl / Highstrike Grill,2022
TRADER JOE'S,2022
LINK APARTMENTS,2022
WEST SEATTLE FAMILY YMCA,2022
SK FOOD GROUP/LSG SKY CHEF,2022
WEST SEATTLE ORCHARD,2022
FAIRWAY APARTMENT,2022
Brookdale West Seattle,2022
ADELPHI APTS,2022
ELIZABETH JAMES HOUSE,2022
THE PARKER APTS,2022
LAKE CITY CENTER,2022
CEDAR PARK APARTMENTS,2022
CASCADE BUILDING,2022
LAKE CITY HOUSE,2022
CITY NORTH APTS (FORMERLY REKHI BUILDING),2022
SOLARA APTS,2022
SPRING LAKE APTS,2022
CEDAR PARK ELEMENTARY (SPS-DISTRICT),2022
CEDAR POINTE OF SEATTLE CONDOMINIUM,2022
CEDARS APARTMENTS (BELLTOWN),2022
CENTRAL PARK,2022
SEATTLE CHILDREN'S HOSPITAL  (ODESSA BROWN CHILDREN'S CLINIC),2022
NW ART AND FRAME/HUSKY ICE CREAM,2022
APARTMENT & OFFICE/RETAIL BLDG,2022
CENTRAL PARK EAST CONDOMINIUM,2022
BEACON HILL SCHOOL (SPS-DISTRICT),2022
2001 Plum LLC,2022
ORIENTAL MEATS,2022
MB WAREHOUSE LLC,2022
IMPRESSIONS NORTHWEST,2022
FAMILY SERVICES,2022
CENTER PARK APTS,2022
RED CROSS,2022
AMY YEE TENNIS CENTER,2022
CENTRE COURT,2022
MYCON'S USED CARS,2022
THE CRESTVIEW,2022
ANDOVER COURT APTS,2022
OLD WESTERN STEEL CASTING CO,2022
SWEETBRIAR APTS (MIXED USE),2022
SAFEWAY STORE # 368,2022
EDEN HILL (NEW MIX-USE),2022
QUEEN ANNE COMMUNITY CENTER,2022
PARK VISTA APARTMENTS,2022
ANHALT BUILDING APARTMENTS,2022
BUCKLEY APTS,2022
BOYLSTON PLACE,2022
LANCASTER APTS,2022
WAREHOUSE,2022
VISKO BUILDING,2022
QFC WAREHOUSE,2022
J C WRIGHT SALES COMPANY,2022
THE NOBLE APARTMENTS,2022
PORTOFINO APARTMENTS,2022
ALASKAN COPPER AND BRASS CO,2022
CANTERBURY SHORES CONDOMINIUM,2022
PARKRIDGE APTS,2022
STEVENS ELEMENTARY (SPS-DISTRICT),2022
CARBON 56,2022
HOWELL STREET APARTMENTS,2022
CARLETON HOUSE CONDOMINIUM,2022
MAGNOLIA UNITED CHURCH OF CHRIST,2022
CHE SENH MINH,2022
CARRARA CONDOMINIUM,2022
CASCADE CONDOMINIUM,2022
TOYOTA OF LAKE CITY (2013),2022
LAKE CITY MINI STORAGE,2022
MALLORY SAFETY & SUPPLY LLC,2022
QUALMAN APTS,2022
PARAMOUNT APTS,2022
BANCROFT APTS,2022
NARADA APTS,2022
THE PARK ON HIGHLAND DRIVE,2022
QUEEN ANNE HEIGHTS,2022
THE Q APARTMENTS,2022
GREENWICH APTS,2022
Carlyle,2022
HILLCREST MANOR,2022
ST ANNE SCHOOL,2022
WEST TOWN VIEW APTS,2022
ST ANNE CHURCH & RECTORY,2022
QUEEN ANNE COURT APTS,2022
GALER CREST APTS & RETAIL,2022
QUEENVIEW APTS,2022
CONCORD CONDOMINIUM,2022
CONTINENTAL HOUSE CONDOMINIUM,2022
CONTINENTAL PLACE CONDOMINIUM,2022
COOPER SQUARE CONDOMINIUM,2022
AUDIO VISUAL FACTORY,2022
CORNERSTONE OF QUEEN ANNE CONDOMINIUM,2022
COSMOPOLITAN,2022
BROADVIEW APTS,2022
COURT AT SANDPOINTE CONDOMINIUM,2022
COURTYARD AT BITTER LAKE CONDOMINIUM,2022
COURTYARD AT QUEEN ANNE SQUARE,2022
DECATUR,2022
DE LORGES CONDO,2022
FOUR SEASONS,2022
DENICE HUNT TOWNHOMES CONDOMINIUM,2022
TOPS K-8 (SPS-DISTRICT),2022
OFFICES & PRINTING,2022
REMI APTS,2022
EASTLAKE CENTER (SOUTH),2022
EASTLAKE CENTER (NORTH),2022
EASTLAKE 2851,2022
CORONADO APT,2022
THE SHELBY APT,2022
KILLARNY APTS,2022
L' AMOURITA COOP,2022
EASTLAKE GARDEN APTS & RETAIL,2022
UNION BAY LOFTS,2022
KEYSTONE GROUP HOME,2022
STONE 34,2022
OFFICES - PRODUCTION NETWORK,2022
CRISTALLA CONDOMINIUM,2022
IMPERIAL CROWN MANOR APT,2022
BALLARD CARE & REHAB,2022
ASSUMPTION CHURCH,2022
ASB SCHOOL,2022
DAKOTA,2022
DANIELLE CONDOMINIUM,2022
COSMOPOLITAN APARTMENTS (RETAIL AND APTS/CONDO),2022
ST JOHN EGAN HALL,2022
ST JOHN SCHOOL,2022
COBRIZO CONDOMINIUM,2022
COLLEGE PARK WEST CONDOMINIUM,2022
ST PAUL CHURCH & SCHOOL,2022
QUEEN ANNE ELEMENTARY (SPS-DISTRICT),2022
COLONIAL GRAND PACIFIC CONDOS,2022
COLUMBIA SCHOOL(SPS-DISTRICT),2022
KIN ON HEALTH CARE CENTER,2022
NWCP BLDG E,2022
Terreno Lucile,2022
HATHAWAY BLDG,2022
BUILDING R,2022
BUILDING Q,2022
ORCAS BUILDING - KING COUNTY,2022
BUILDING P,2022
BUILDING O,2022
BUILDING N,2022
4000 AURORA BUILDING,2022
GEORGE POCOCK MEMORIAL ROWING CENTER,2022
FRANCIS APTS,2022
Fremont Space,2022
NORTHBRIDGE,2022
ST JAMES TOWER APTS,2022
NORTHLAKE PLAZA,2022
PLYM0UTH ON STEWART APTS,2022
HADDON HALL,2022
DOWNTOWN SELF STORAGE,2022
JOSEPHINUM,2022
BERGMAN'S LUGGAGE,2022
MARQ 211 (THE LENORA APTS),2022
SWIFTY PRINTING,2022
THE PALLADIAN HOTEL,2022
CASTLE APTS,2022
SIMONS SENIOR APTS,2022
BELLTOWN CENTER,2022
STRATFORD ON FOURTH,2022
CAMBRIDGE APTS (LOW INCOME),2022
HORIZON HOUSE,2022
VIRGINIA MASON - CASSEL CRAIG OFFICES,2022
SUNSET CLUB,2022
VIRGINIA MASON- BLACKFORD HALL,2022
JOHN WINTHROP APT,2022
OFFICE RETAIL -CANAL BUILDING,2022
FREMONT COURT - EQUINOX,2022
BRIDGEVIEW APTS,2022
THE PECK BUILDING,2022
DUBLINER BUILDING,2022
FREMONT BLDG,2022
EPICENTER APTS,2022
SATURN BUILDING,2022
124 N 35TH ST BUILDING,2022
FREMONT FOUNDRY,2022
WAREHOUSE-STUDIO,2022
FREMONT WEST BUSINESS CENTER,2022
THE WESLEY AT CREMONA,2022
FIRST FREE METHODIST CHURCH,2022
LEDGER MARINE CHARTERS,2022
MIX - USE APT/COMMERCIAL,2022
4 NICK - OFFICE,2022
246 Nick - 6 Nickerson,2022
246 Nick -2 Nickerson,2022
TABLEAU,2022
CANAL PL OFFICE PARK,2022
CANAL PL OFFICE PARK,2022
CANAL PL OFFICE PARK,2022
ALASKA MARINE LINES,2022
CASCADE TERRACE,2022
SUMMIT BLDG B,2022
TRI-COURT,2022
NELSON APARTMENTS,2022
STERLING MANOR,2022
STONE AVENUE BUILDING,2022
THE CAMBRIDGE - LINDEN PLACE AT BITTER LAKE,2022
GRANITE CURLING CLUB,2022
COCHRAN INC,2022
NORTHLINE APTS,2022
Mary's Place (PI Bank),2022
HLF Vehicle Maintenance (A),2022
HANSEN BROS MOVING & STORAGE,2022
KING COUNTY METRO NORTH FACILITIES MAINTENANCE,2022
OFFICE BUILDING,2022
BITTER LAKE COMMUNITY CENTER & BITTER LAKE PARK,2022
Sanford Hildebrandt Towers I,2022
VIEW AT BITTER LAKE APTS,2022
LA FITNESS CENTER,2022
SEA HOUSING AUTHORITY APT BLDG,2022
PETSMART,2022
NEW HAVEN APARTMENTS - LINDEN PLACE AT BITTER LAKE,2022
LATTER DAY SAINTS CHURCH,2022
APARTMENT,2022
SEATTLE COUNTRY DAY SCHOOL,2022
QUEEN ANNE HEALTHCARE,2022
RIVOLI APTS,2022
EL REY TRANSISTIONAL HOUSING,2022
PATAGONIA RETAIL STORE,2022
1ST & LENORA BUILDING,2022
OXFORD APARTMENTS,2022
WAREHOUSE/OFFICE,2022
CHURCH OF SCIENTOLOGY OF WASHINGTON STATE,2022
WEST REPUBLICAN PLACE,2022
UPTOWN QUEEN ANNE APTS,2022
HARRISON SQUARE (Formerly Archstone Elliott Bay),2022
METRO ON FIRST APTS,2022
SALVATION ARMY NW DIV HEADQUARTERS,2022
LA VIE AT QUEEN ANNE,2022
THE 419 BLDG APTS,2022
FIRST AND REPUBLICAN APTS,2022
THE STRATHMORE,2022
THE UPTOWNER APARTMENTS,2022
FREMONT CROSSING,2022
HOTEL DILLER,2022
SIXTH AND PINE BUILDING,2022
COLISEUM BUILDING,2022
WESTLAKE PLACE,2022
IMPERIAL HOTEL BUILDING,2022
Fifth and Union,2022
FOURTH & UNION BUILDING/MEN'S WAREHOUSE,2022
SECOND & PINE APTS,2022
GLEN HOTEL APARTMENTS,2022
KINDRED HOSPITAL SEATTLE,2022
SOVREIGN APARTMENTS,2022
TEN TWENTY,2022
OXFORD CREST APT,2022
STOCKBRIDGE APT,2022
VESPER APTS,2022
PANORAMA HOUSE APTS,2022
UNIVERSITY CLUB,2022
SAN MARCO APARTMENTS,2022
TATE MASON,2022
TUSCANY APTS,2022
CASCADE COURT,2022
THE SUMMIT,2022
ARCADIA APT + ST PAUL APT,2022
HILLTOP COURT APTS,2022
SWEDISH HOSPITAL MEDICAL CENTER (ALCOA BUILDING),2022
FIRST BAPTIST CHURCH,2022
THE SENECA APARTMENTS,2022
PACIFIC NORTHWEST RESEARCH LAB,2022
NORTHWEST KIDNEY CENTER,2022
TOWN HALL SEATTLE,2022
FIRST PRESBYTERIAN CHURCH,2022
THE MILL AT FIRST HILL,2022
LOWELL-EMERSON,2022
JOHN ALDEN APTS,2022
SEATTLE CITY LIGHT SYSTEM CONTROL CENTER,2022
WAREHOUSE/ MANUFACTURING,2022
WAREHOUSE,2022
TESLA MOTORS INC,2022
Interurban Exchange IV/V & Van Vorst - SEDO,2022
511 BOREN BUILDING,2022
FHCRC - FAIRVIEW BLDG.,2022
FHCRC- 1213 VALLEY,2022
NORTHWEST ROOMS - SEATTLE CENTER,2022
AXIS APTS (FORMERLY EXPO 62),2022
FIRST CHURCH SEATTLE,2022
PACIFIC SCIENCE CENTER,2022
FISHER PAVILION - SEATTLE CENTER,2022
CHIHULY GARDEN & GLASS,2022
SPACE NEEDLE,2022
SELLEN OFFICE BLDG WITH EC LAND PARCELS,2022
TERRY AVE BLDG,2022
TERRY BLDG,2022
202 WESTLAKE,2022
224 WESTLAKE,2022
BOXCAR APARTMENTS,2022
EXPO APARTMENTS,2022
MERCER APTS,2022
PNB PHELPS CENTER - SEATTLE CENTER,2022
PLAYHOUSE - SEATTLE CENTER,2022
SHOWBOX BUILDING,2022
DOYLE BUILDING,2022
STATE HOTEL,2022
HARBOR STEPS NE SITE,2022
PIKE PLACE - ECONOMY MARKET,2022
POST ALLEY COURT - APTS,2022
SANITARY MARKET - MASTER CAMPUS FOR PIKE PLACE MARKET,2022
PIKE PLACE - CORNER MARKET,2022
MADORE BUILDING,2022
TWIN OAK APTS (USED TO BE EXETER HOUSE),2022
1ST & PINE,2022
ELLIOTT POINTE APTS,2022
ELLIOTT COURT,2022
LIVINGSTON BAKER MIXED USE,2022
ALASKA TRADE BUILDING,2022
DUNN BLDG/STARBUCKS,2022
FAIRMOUNT APTS,2022
VENTANA APTS,2022
VOLTA APARTMENTS,2022
BELL TOWER APARTMENTS (SHA),2022
UNION STABLES,2022
SCARGO APARTMENTS,2022
LEWISTON APARTMENTS,2022
WHITE & HITCHCOCK BUILDING/FLYING FISH,2022
CONCEPT ONE APTS,2022
THE HUMPHREY APTS,2022
R.D. MERRILL BUILDING,2022
DESIGN SERVICE BLDG,2022
SAINT NICHOLAS BUILDING,2022
MINOR TOWER APARTMENTS,2022
LAKE VIEW APARTMENTS,2022
PARKSIDE APARTMENTS,2022
TAYLOR 28,2022
HYATT PLACE,2022
EMP ADMINISTRATIVE OFFICE,2022
TRAVELODGE BY THE SPACE NEEDLE,2022
CIVIC HOTEL,2022
BOREALIS APARTMENTS,2022
DENNY PARK APTS + RETAIL,2022
PUGET VISTA APTS,2022
ALEXANDRIA BIOTECH,2022
BAYVIEW  BUILDING,2022
DEXTER PLACE CONDOMINIUM,2022
JACKSON GREENS APTS,2022
LAKESIDE MIDDLE SCHOOL,2022
DIPLOMAT CONDOMINIUM,2022
DISCOVERY PARK CONDOMINIUM,2022
KIMBERLY APTS,2022
RIVIERA NORTHGATE APTS,2022
Highlander Apts (Prev Cogir Northgate),2022
PINEHURST APTS,2022
HAZEL WOLF K-8 AT PINEHURST (SPS-DISTRICT),2022
CRYSTAL COURT APTS & RETAIL,2022
ILLUMINA LAKE UNION,2022
EAST LAKE TOWERS,2022
WASH STATE CREDIT UNION,2022
HILL VILLA APTS,2022
HOLDEN COURT APARTMENTS,2022
DUNCAN PLACE,2022
DUNLAP ELEMENTARY SCHOOL (SPS-DISTRICT),2022
SOUTH LAKE HIGH SCHOOL (SPS-DISTRICT),2022
HENDERSON ARMS,2022
VILLA PARK TOWNHOMES,2022
CHINESE BAPTIST CHURCH,2022
BROADMOOR GOLF COURSE,2022
OLYMPIC HILLS (SPS-DISTRICT),2022
BILL PIERRE FORD,2022
DUWAMISH HEAD CONDOMINIUM,2022
WHSE MULTI TENANT,2022
DWELL ROOSEVELT CONDOMINIUM,2022
EAST MADISON CONDOS,2022
SIR LANCELOT APTS,2022
733 SUMMIT EAST,2022
SUMMIT VIEW,2022
BELROY APTS (VINTAGE),2022
THE MARK SPENCER,2022
ELEVEN 65,2022
HACIENDA,2022
ALDER HOUSE,2022
HILL HOUSE APTS,2022
ALDERCREST APARTMENTS (2013),2022
CAL ANDERSON HOUSE,2022
EVANS HOUSE,2022
TERRACE VIEW APTS,2022
FIRST HILL APTS,2022
VANTAGE PARK APTS,2022
CLEARWATER APTS,2022
ABBOTTSFORD  APTS,2022
STAR APTS,2022
PIONEER FELLOWSHIP HOUSE (GROUP CARE HOME),2022
ALDERVIEW APTS,2022
TERRACE APTS,2022
ANEW BROADWAY,2022
THE EASTLAKE,2022
EASTLAKE LOFTS,2022
SERVICES FOR THE BLIND-ALASKA ST,2022
3613 S JUNEAU ST,2022
DEPT SOCIAL & HEALTH SERVICES,2022
THE AVALON APTS,2022
VIEW 222,2022
QUEEN ANNE THOMAS APTS,2022
ARKONA APARTMENTS,2022
BERNARD APARTMENTS,2022
FIONIA APARTMENTS,2022
CENTER WEST,2022
CAPE FLATTERY APTS,2022
FIVE TEN PLACE,2022
525 FIRST AVENUE APARTMENTS,2022
GREX APTS,2022
THE CENTURY,2022
ELIKAI APTS,2022
GREEN ACRES APT,2022
FAIRVIEW CHURCH,2022
ALCYONE APARTMENTS,2022
LAKEVIEW APARTMENTS,2022
CASA PACIFICA,2022
MERCERVIEW APTS,2022
CARLTON APT,2022
KERNER-SCOTT HOUSE,2022
AMLI 535 APARTMENTS,2022
CASCADE SENIOR APTS,2022
CANADAY HOUSE,2022
MIRABELLA RETIREMENT COMMUNITY,2022
BREWSTER APTS,2022
FAIRWAY ESTATES CONDOMINIUM,2022
BARTON COURT APTS,2022
Trinity West Seattle,2022
FAUNTLEROY TERRACE CONDOMINIUM,2022
PICKERING PLACE APTS + OFFICE,2022
ARTISTS LOFTS,2022
W SEATTLE ELEM (HIGH POINT) (SPS-DISTRICT),2022
FIFTEEN TWENTY-ONE SECOND AVENUE,2022
5TH AND MADISON-Residential Portion,2022
601 S Alaska Building,2022
GOLDEN GRAIN MACARONI,2022
AM Building,2022
615 S ALASKA BUILDING,2022
NWCP BLDG OC,2022
PACIFIC PLUMBING,2022
5950 6th Avenue S. Building,2022
SEATTLE PREP - PEYTON/ADELPHIA MEMORIAL HALL,2022
SEATTLE -Prep IGNATIUS HALL AND PARKING GARAGE,2022
SEATTLE PREP - Campus,2022
1800 TAYLOR CONDOMINIUM,2022
1805 BELLEVUE CONDOMINIUM,2022
80 SOUTH JACKSON BUILDING CONDOMINIUM,2022
81 VINE BUILDING CONDOMINIUM,2022
8501 CROWN HILL,2022
Stone Way,2022
ELDORADO THE CONDOMINIUM,2022
ELDORADO II CONDO,2022
ELDORADO IV CONDOMINIUM,2022
1111 EAST PIKE,2022
WATERMARKE AT WALLINGFORD APTS,2022
ELLIOTT BAY CONDOMINIUM,2022
GRIFFIS BELLTOWN APARTMENTS,2022
EMBASSY THE CONDOMINIUM,2022
EPIC CONDOMINIUM,2022
EQUINOX,2022
ESCALA,2022
EVANSTON SQUARE CONDOMINIUM,2022
BRENTWOOD SQUARE APTS,2022
IDA CULVER HOUSE - BROADVIEW,2022
JESUS CHRIST CHURCH OF LATTER DAY SAINTS,2022
BRENTWOOD SQUARE APTS,2022
NORTH 45 APARTMENTS,2022
BRENTWOOD SQUARE APTS,2022
GARY MERLINO CONSTRUCTION CO,2022
KING MANUFACTURING,2022
PNP PROPERTIES BUILDING,2022
JACK HOZACK INC,2022
HALFON CANDY CO.,2022
Samson Tug & Barge,2022
NORTHGATE EXECUTIVE CENTER A,2022
SEATTLE ATHLETIC CLUB,2022
NORTH SEATTLE PROFESSIONAL CENTE,2022
GROUP HEALTH NORTHGATE,2022
CORRY'S DRYCLEANING,2022
UNION BAY PLAZA,2022
LAKEVIEW MED BLDG,2022
BOWMAN BUILDING,2022
SAFEWAY STORE # 488,2022
FINI CONDOMINIUM,2022
FIRESIDE LANAI CONDOMINIUM,2022
FIRST AND BROAD CONDO (ELLINGTON),2022
FIRST HILL PLAZA CONDOMINIUM,2022
FIRST HILL PLAZA RETAIL BUILDING,2022
FISCHER STUDIO BUILDING CONDOMINIUM,2022
500 ELLIOTT HOMES CONDOMINIUM,2022
507 NORTHGATE,2022
M.L. KING FAMILY HOUSING,2022
OFC/RETAIL,2022
ELEKTRA CONDOMINIUM,2022
BALLARD BAPTIST CHURCH,2022
AROS APTS,2022
NELSON MANOR-LOW INCOME SENIOR,2022
TRUE NORTH APARTMENTS,2022
NEPTUNE APARTMENTS,2022
SEATTLE UNIVERSITY - Sinegal Center (SINE),2022
RIANNA APTS & RETAIL,2022
SEATTLE UNIVERSITY - Harding Building (HRDG),2022
SEATTLE UNIVERSITY (MAIN CAMPUS),2022
HELEN V,2022
IMMACULATE CONCEPTION CHURCH,2022
SEATTLE BOULDERING PROJECT,2022
TEN-O-FIVE APARTMENTS,2022
GAINSBOROUGH CONDOMINIUM,2022
GALER GARDENS CONDOMINIUM,2022
GALLEON APARTMENTS,2022
GALLERY BELLTOWN,2022
PROVIDENCE GAMELIN HOUSE,2022
GARDEN COURT CONDOMINIUM,2022
GARDEN COURT ON BELMONT CONDOMINIUM,2022
THE ARCHES APTS,2022
COLUMBIA PLACE,2022
TWO SYNAGOGUES LLC,2022
KING PLAZA,2022
SAFEWAY #219,2022
ROGERS ELEMENTARY (SPS-DISTRICT),2022
GENESEE APARTMENTS,2022
THE CHAPMAN BLDG,2022
MICHIGAN STREET BUILDINGS,2022
GEORGETOWN CENTER - BLDG A,2022
GILMORE APTS,2022
32 UNIT APT,2022
32 UNIT APT,2022
ST. ALPHONSUS SCHOOL,2022
THE BALLARD MARKET,2022
MARKET TERRACE APTS 30 UNITS,2022
GILMAN COURT APARTMENTS,2022
SAFEWAY STORE # 1477,2022
N F CORPORATION-1415 NW 52ND,2022
RUDD COMPANY,2022
RUDD COMPANY,2022
RUDD COMPANY,2022
LAUREN MAY APARTMENTS,2022
KRISTINE APTS,2022
SCHWABACHER HOUSE,2022
SUNRISE MANOR,2022
Etta Ballard Apartment aka SAGE APARTMENTS,2022
BALLARD ON THE PARK APARTMENTS,2022
BALLARD HOUSE,2022
SEATTLE PUBLIC LIBRARY (BALLARD BRANCH),2022
APARTMENTS,2022
BALLARD 57,2022
THE LANDMARK,2022
BALLARD MASONIC TEMPLE,2022
BALLARD SQUARE,2022
LEVA ON MARKET APTS,2022
511 WEST MERCER PLACE,2022
515 FIRST AVENUE WEST CONDOMINIUM,2022
FIX BUILDING THE CONDOMINIUM,2022
FLORENTINE CONDOMINIUM,2022
FLORERA,2022
PARKWAY HOUSE,2022
THE FONTANELLE,2022
FORTUNE VIEW CONDOMINIUM,2022
41ST AVENUE CONDOMINIUM,2022
FORTE' CONDOMINIUM,2022
420 MELROSE CONDOMINIUM,2022
1400 TAYLOR CONDOMINIUM,2022
FREMONT VISTA CONDOMINIUM,2022
LILAC LODGE,2022
FUJISADA CONDOMINIUM,2022
RUSSELL PARK APARTMENTS,2022
CENTRAL PARK APTS 30 UNITS,2022
CENTURYLINK: SUNSET CO,2022
BALLARD 14 LLC BLDG,2022
OFFICE MAX,2022
